Incident_ID,Date,Quarter,School,City,State,School_Level,During_School,Summary
20080902OHSOW,2008/9/2,Fall,South High School,Willoughby,OH,High,Yes,"Planned to kill himself in front of ex-girlfriend, surrendered to school officials"
20080821TNCEK,2008/8/21,Fall,Central High School,Knoxville,TN,High,Yes,Student shot inside cafeteria prior to classes
20080814WALAF,2008/8/14,Summer,Lakota Middle School,Federal Way,WA,Middle,Yes,Gang-related shooting outside of school.
20080811WAWAK,2008/8/11,Summer,Wallace Elementary School,Kelso,WA,Elementary,Yes,Shot student who stole drugs from him
20080516LAMAT,2008/5/16,Spring,Madison Parish High School,Tallulah,LA,High,Yes,Shot self on athletic field
20080416CAROF,2008/4/16,Spring,Roosevelt High School,Fresno,CA,High,Yes,SRO fired at student who attacked him
20080306ALDAM,2008/3/6,Spring,Davidson High School,Mobile,AL,High,Yes,Suicide in gym in front of 150 students following suspension
20080214CAEOO,2008/2/12,Winter,E O Green Junior High School,Oxnard,CA,Junior High,Yes,"Bullying, target made fun of victim for being gay"
20080211TNMIM,2008/2/11,Winter,Mitchell High School,Memphis,TN,High,Yes,"Prior argument with victim, handed gun to teacher after shooting"
20080204TNHAM,2008/2/4,Winter,Hamilton High School,Memphis,TN,High,Yes,Argument over rap song
20071221CABAU,2007/12/21,Winter,Barnard-White Middle School,Union City,CA,Middle,Yes,Bystander student hit during gang related shooting
20071126NYHOH,2007/11/26,Fall,Holland Patent Central High School,Holland Patent,NY,High,Yes,Shooter and friend shot gun on bus at seat
20071105LAJOR,2007/11/5,Fall,John Curtis Christian School,River Ridge,LA,K-12,Yes,Student shot self before class
20071024TNMAM,2007/10/24,Fall,Manassas High School,Memphis,TN,High,Yes,Accidental discharge while showing off gun
20071010OHSUC,2007/10/10,Fall,SuccessTech Academy,Cleveland,OH,Other,Yes,"Planned attack, recently suspended, targeted teacher then killed self"
20071001CTPLM,2007/10/1,Fall,Platt High School,Meriden,CT,High,Yes,Shot another student with BB gun
20070930AZSSP,2007/9/30,Fall,S Simon and Jude Catholic School,Phoenix,AZ,K-8,No,Escalation between two groups
20070928CALAO,2007/9/28,Fall,Las Plumas High School,Oroville,CA,High,Yes,Hostage situation - shooter held 3 students hostage - shot handgun twice - eventually surrendered.
20070804NJMON,2007/8/4,Summer,Mount Vernon Elementary School,Newark,NJ,High,No,"Shot 4 friends at school, MS-13 directed shooting"
20070709ILCAC,2007/7/9,Summer,Carter G. Woodson Elementary School,Chicago,IL,Elementary,No,Drive-by outside of school
20070628TXDAD,2007/6/28,Summer,David W. Carter High School,Dallas,TX,High,Yes,Rival gang members fired a 3 students in parking lot
20070617SCBRB,2007/6/17,Summer,Broad River Elementary School,Burton,SC,Elementary,No,Shooting during argument during basketball game
20070531NCNOG,2007/5/31,Spring,North Garner Middle School,Garner,NC,Middle,Yes,3 students shot by pellet gun
20070530NCVAG,2007/5/30,Spring,Vandora Springs Elementary School,Garner,NC,Elementary,Yes,Parent shot by pellet gun
20070523RIOAC,2007/5/23,Spring,Oak Haven Elementary School,Coventry,RI,Elementary,Yes,Shot bully with BB gun
20070515TXLIL,2007/5/15,Spring,Liberty Memorial Middle School,Los Fresnos,TX,Middle,Yes,"Fired shot in bathroom, 4 hour standoff with police before surrendering"
20070512TXWEM,2007/5/12,Spring,West Mesquite High School,Mesquite,TX,High,No,Shots fired during argument in parking lot
20070510MIHED,2007/5/10,Spring,Henry Ford High School,Detroit,MI,High,Yes,2 students shot during gang fight
20070504TXTIE,2007/5/4,Spring,Tidehaven High School,El Maton,TX,High,Yes,Female student shot herself in the bathroom
20070503OHGED,2007/5/3,Spring,Gettysburg Elementary School,Dayton,OH,Elementary,Yes,16 year old boy shooting pellet gun at bus loaded with children
20070418NCNOH,2007/4/18,Spring,North Mecklenburg High School,Huntersville,NC,High,Yes,"Pointed gun at two students in parking lot, shot self with approached by police"
20070410ORSPG,2007/4/10,Spring,Springwater Trail High School,Gresham,OR,High,Yes,Planned attack after watching show about Columbine High School
20070410ILCHC,2007/4/10,Spring,Chicago Vocational Career Academy,Chicago,IL,Other,Yes,"Student showing off gun, shot himself in leg, fled the area"
20070329SCMYM,2007/3/29,Spring,Myrtle Beach High School,Myrtle Beach,SC,High,Yes,Shot self in leg (gun in pocket) in classroom
20070327CTSAH,2007/3/27,Spring,Sarah J. Rawson Elementary School,Hartford,CT,Elementary,No,Shot in leg during fight at basketball game
20070323FLUNO,2007/3/23,Spring,Union Park Elementary School,Orlando,FL,Elementary,Yes,Two students held down 3rd student and shot him with pellet gun
20070308TNEAC,2007/3/8,Spring,East Ridge High School,Chattanooga,TN,High,Yes,Former custodian confronts school custodian over his love interest of her
20070307TXGRG,2007/3/7,Spring,Greenville High School,Greenville,TX,High,Yes,Shot self in band room
20070307MIHEM,2007/3/7,Spring,Herbert Henry Dow High School,Midland,MI,High,Yes,Shot ex-girlfriend and self in the parking lot
20070307CACEC,2007/3/7,Spring,Centennial High School,Compton,CA,High,No,Gang-related fight between non-students outside of school
20070227GACLA,2007/2/27,Winter,Clifton Elementary School,Atlanta,GA,Elementary,Yes,Shot student in arm with BB gun in bathroom
20070226CASLA,2007/2/26,Winter,Slauson Middle School,Azusa,CA,Middle,Yes,Shot two students with airsoft gun
20070208TXSTP,2007/2/8,Winter,Stephen F. Austin Middle School,Port Arthur,TX,Middle,Yes,BB gun fired while showing it off
20070208ORCRP,2007/2/8,Winter,Crook County High School,Prineville,OR,High,Yes,Student shot self in parking lot
20070207FLPAJ,2007/2/7,Winter,Paxon Middle School,Jacksonville,FL,Middle,Yes,Shot at SRO while fleeing
20070131ILHIC,2007/1/31,Winter,Hillcrest High School,Country Club Hills,IL,High,No,Student (bystander) shot during fight after basketball game
20070124TNHAS,2007/1/24,Winter,Harbin County High School,Savannah,TN,High,Yes,Student shot self in bathroom
20070118PAWIP,2007/1/18,Winter,William L.Sayre High School,Philadelphia,PA,High,Yes,Student shot during confrontation with 3 other students
20070109NVWEL,2007/1/9,Winter,Western High School,Las Vegas,NV,High,Yes,Shooting in parking lot following a car accident
20070109CAGRV,2007/1/9,Winter,Grant High School,Van Nuys,CA,High,Yes,2 students shot outside of school in gang related drive-by
20070108OHROC,2007/1/8,Winter,Robert A. Taft Information Technology High School,Cincinnati,OH,High,Yes,"Student with 2 guns confronted by principal, fired, and fled"
20070104MINOD,2007/1/4,Winter,Northwestern High School,Detroit,MI,High,Yes,Drive-by shooting outside of school
20070103WAHET,2007/1/3,Winter,Henry Foss High School,Tacoma,WA,High,Yes,"Shooter with paranoid schizophrenia though student was gang member plotting to kill him, surrendered after shooting"
20070102NCWEF,2007/1/2,Winter,Westover High School,Fayetteville,NC,High,Yes,Shots fired by student at car with 3 students in parking lot
20061214PAMCC,2006/12/14,Winter,McGuffey High School,Claysville,PA,High,No,Student shot self with rifle team .22 rifle
20061213PABAB,2006/12/13,Winter,Bangor Area High School,Bangor,PA,High,Yes,Fired pellet gun at students leaving school
20061212PASPS,2006/12/12,Winter,Springfield Township High School,Springfield Township,PA,High,Yes,"Poor grades, shot self when confronted by police"
20061211ILCLC,2006/12/11,Winter,Clemente High School,Chicago,IL,High,Yes,Officer shot trying to break up fight between gang members
20061207NENOO,2006/12/7,Winter,Northwest High School,Omaha,NE,High,Yes,Playing with gun in pocket in classroom
20061201NCJOT,2006/12/1,Winter,Jones Senior High School,Trenton,NC,High,No,Shot rival gang member in parking lot after basketball game
20061122GASAA,2006/11/22,Fall,Sammye E. Coan Middle School,Atlanta,GA,Middle,No,"Shooter got out of car, shot victim in chest, and fled scene"
20061111CALIO,2006/11/11,Fall,Lionel Wilson College Prep School,Oakland,CA,High,No,"Targeted shooting during birthday party, shooter and victim had grudge"
20061031TNHAK,2006/10/31,Fall,Halls High School,Knoxville,TN,High,No,"Security guard killed investigating car with flat tire, did not know occupant was murder suspect and it was stolen car"
20061017TXSEK,2006/10/17,Fall,Seven Lakes High School,Katy,TX,High,Yes,"Student shot herself outside of school, school officials report it was an accident"
20061012MDGRB,2006/10/12,Fall,Grove Park Elementary School,Baltimore,MD,Elementary,Yes,Student accidentally fired gun inside of desk
20061010NYPOP,2006/10/10,Fall,Ponoma Middle School ,Pomona,NY,Middle,Yes,Student shot multiple students with BB gun on bus
20061009MOMEJ,2006/10/9,Fall,Memorial Middle School,Joplin,MO,Middle,Yes,"Poor grades, planned attack, surrendered when confronted."
20061002PAWEN,2006/10/2,Fall,West Nickel Mines School,Nickel Mines,PA,K-12,Yes,Shot girls in Amish school due to 20 year grudge
20060929WIWEC,2006/9/29,Fall,Weston High School,Cazenovia,WI,High,Yes,"Planned attack, disarmed by janitor then fired pistol at principal before being subdued"
20060927COPLB,2006/9/27,Fall,Platte Canyon High School,Bailey,CO,High,Yes,Took 6 girls hostage in classroom and sexually assaulted them
20060921DCCAW,2006/9/21,Fall,Cardozo High School,Washington,DC,High,Yes,Argument over girl resulted in targeted shooting
20060913MOWEC,2006/9/13,Fall,Westminster Christian Academy,Creve Coeur,MO,High,No,Police Officer fired at student who was suicidal
20060908TXSOF,2006/9/8,Fall,South Hills High School,Fort Worth,TX,High,Yes,SRO fired at student while breaking up fight between 10 students
20060905TNKIM,2006/9/5,Fall,Kingsbury Middle School,Memphis,TN,Middle,No,Shots fired into ground during a fight between parents at football game
20060831ALOXO,2006/8/31,Summer,Oxford High School,Oxford,AL,High,No,Shooting during football game (outside gate to stadium)
20060830NCORH,2006/8/30,Summer,Orange High School,Hillsborough,NC,High,Yes,"Planned attack, surrendered immediately after first shots to sheriff's deputies in parking lot"
20060829DCANW,2006/8/29,Summer,Anacostia Senior High School,Washington,DC,High,Yes,"Fired one shot in parking lot, fled, ditched gun, but was caught by officer at school"
20060824VTESE,2006/8/24,Summer,Essex Elementary School,Essex Junction,VT,Elementary,Yes,Killed ex-girlfriend (teacher) at the school
20060821INCAN,2006/8/21,Summer,Castle High School,Newburgh,IN,High,Yes,Shot himself in car in parking lot after giving suicide note to friend
20060820GALYH,2006/8/20,Summer,Lyman Hall Elementary School,Hinesville,GA,High,No,Shot during fight on basketball court at school
20060819OHSOY,2006/8/19,Summer,South High School,Youngstown,OH,High,No,"Shots fired during fight between adults at football game, part of Ongoing conflict"
20060817TXMEA,2006/8/17,Summer,Mendez Middle School,Austin,TX,Middle,No,Shot at school by two rival gang members involved in ongoing dispute with victim
20060815KYJTV,2006/8/15,Summer,J T Alton Middle School,Vine Grove,KY,Middle,Yes,"Showing off gun, accidentally fired striking ceiling"
20060731FLYOT,2006/7/31,Summer,Young Middle Magnet School,Tampa,FL,Middle,No,"Dropped off kids, husband and wife were found dead in car in parking lot, believed to be murder/suicide"
20060615MIPED,2006/6/15,Summer,Pershing High School,Detroit,MI,High,No,"Students throwing bottles at cars, car chased them down and shot student 3 times"
20060606INWIG,2006/6/6,Summer,Wirt High School,Gary,IN,High,No,Fight between relatives at graduation
20060605CAVEL,2006/6/5,Summer,Venice High School,Los Angeles,CA,High,Yes,Gang member tried to steal silver cross of victim's brother
20060525PANON,2006/5/25,Spring,Northampton Area Senior High School,Northampton,PA,High,Yes,"Had rifle, knife, smoke bombs, and fireworks. Surrendered to school official in stairwell."
20060522SCBUI,2006/5/22,Spring,Butch Fork High School,Irmo,SC,High,Yes,"Told girl over phone he was going to kill her next day, SRO confronted him in morning, pulled gun and fired one shot, and was subdued"
20060505FLPAM,2006/5/5,Spring,Parkway Academy,Miramar,FL,High,No,Fight in parking lot following dance
20060424NCEAC,2006/4/24,Spring,East Chapel Hill High School,Chapel Hill,NC,High,No,Fired 2 shots at ceiling and held teacher and student hostage in classroom for 2 hours then fled
20060418TXWEH,2006/4/18,Spring,Westbury High School (bus),Houston,TX,High,Yes,Man running across the street fired 2 shots that struck the bus
20060405DCROW,2006/4/5,Spring,Roosevelt Senior High School,Washington,DC,High,Yes,Students shot during drive-by walking into school building
20060314NVPIR,2006/3/14,Spring,Pine Middle School,Reno,NV,Middle,Yes,"Planned attack, researched Columbine for weeks"
20060310NYISN,2006/3/10,Spring,I S 89 Middle School,New York,NY,Middle,Yes,Two students with BB guns ambushed another student in stairwell
20060223ORROR,2006/2/23,Winter,Roseburg High School,Roseburg,OR,High,Yes,Jealousy over girl interested in victim
20060221PAWEP,2006/2/21,Winter,Westinghouse High School,Pittsburgh,PA,High,Yes,Student shot in targeted drive-by outside of school
20060215PAWEY,2006/2/15,Winter,West York Area High School,York,PA,High,No,"Art teacher shot himself in the evening, found the next day in classroom"
20060209DEWIN,2006/2/9,Winter,William Penn High School,New Castle,DE,High,No,Fight in parking lot following basketball game
20060203CALOC,2006/2/3,Winter,Longfellow Elementary School (bus),Compton,CA,Elementary,Yes,"Showing off gun on bus, fired striking other student in arm"
20060130MTCMG,2006/1/30,Winter,C M Russell High School,Great Falls,MT,High,Yes,Shot self in bathroom
20060127TXLAG,2006/1/27,Winter,Lakeview Centennial High School,Garland,TX,High,Yes,"Accidentally fired gun into floor, fragments injured two female students."
20060123CAWIV,2006/1/23,Winter,Will C. Wood High School,Vacaville,CA,High,Yes,Playing with gun outside of school
20060119OHWIC,2006/1/19,Winter,Withrow High School,Cincinnati,OH,High,No,"Shooting in parking lot behind the school, two parties in different cars, fled the scene"
20060118VAINC,2006/1/18,Winter,Indian River High School,Chesapeake,VA,High,Yes,Fired a targeted victim during dispute
20060118TXPAA,2006/1/18,Winter,Passmore Elementary School,Alvin,TX,Elementary,Yes,Fired gun in pocket during class
20060118MTFRA,2006/1/18,Winter,Fred Moodry Middle School,Anaconda,MT,Middle,Yes,"Female student in car shot airsoft gun at boy standing outside of school, hit him in face"
20060113MIOSD,2006/1/13,Winter,Osborn High School,Detroit,MI,High,Yes,Single shot fired in hallway
20060113FLMIL,2006/1/13,Winter,Milwee Middle School,Longwood,FL,Middle,Yes,"Dispute over girl, student had pellet gun and was killed by police"
20060113ALPIP,2006/1/13,Winter,Pinson Valley High School,Pinson,AL,High,No,Shot during fight in parking lot after basketball game
20060111WIMAM,2006/1/11,Winter,Mary McLeod Bethune Academy,Milwaukee,WI,K-8,Yes,Nearby gunfire struck student on school playground (not targeted)
20060110DEMOW,2006/1/10,Winter,Mount Pleasant High School,Wilmington,DE,High,No,16 year old victim shot in HS parking lot during fight with several students
20060103NJLIJ,2006/1/3,Winter,Lincoln High School,Jersey City,NJ,High,Yes,Shooting resulted from a large fight involving 40 students after school
20051206MICED,2005/12/6,Winter,Central High School,Detroit,MI,High,Yes,Two non-students shot after entering school
20051206CASAG,2005/12/6,Winter,Santiago High School,Garden Grove,CA,High,No,Student killed by 5 members of rival gang
20051205MABOR,2005/12/5,Winter,Boston Day and Evening Academy (High School),Roxbury,MA,High,Yes,"Fight in bathroom, fired shots and missed then fled"
20051116TXIRS,2005/11/16,Fall,Irving Middle School,San Antonio,TX,Middle,Yes,Officer killed burglary suspect in parking lot
20051115FLPAM,2005/11/15,Fall,Parkway Academy Charter High School (bus),Miramar,FL,High,Yes,Shooter shot victim on bus due to earlier confrontation
20051108TNCAJ,2005/11/8,Fall,Campbell County High School,"Jacksboro, TN",TN,High,Yes,Trading gun for RX drugs
20051028NYFAF,2005/10/28,Fall,Farmingdale High School,Farmingdale,NY,High,No,Group of teens fired multiple shots at school security guard following fight in parking lot
20051028MDANA,2005/10/28,Fall,Annapolis High School,Annapolis,MD,High,No,"Bystander shot in leg during HS football game, student had gun in pocket"
20051027CABIF,2005/10/27,Fall,Birney Elementary School,Fresno,CA,Elementary,Yes,Victim shot in parking lot of elementary school where son attended - gang related
20051020MISAS,2005/10/20,Fall,Saginaw High School,Saginaw,MI,High,Yes,15 year old shooter opened fire in cafeteria striking another student in chest
20051019CASAS,2005/10/19,Fall,San Gorgonio High School,San Bernardino,CA,High,Yes,Student shot in school parking lot as part of Ongoing conflict
20051014NYSAN,2005/10/14,Fall,Samula Tilden High School,New York,NY,High,Yes,Student shot during fight with 6 other students
20051011MIFAF,2005/10/11,Fall,Farmington High School,Farmington,MI,High,Yes,Fired shot into ceiling then surrendered to school administrator
20050924MISAS,2005/9/24,Fall,Saginaw High School,Saginaw,MI,High,No,Drive-by shooting. Possible feud or gang escalation
20050913ILHAC,2005/9/13,Fall,Harlan Community Academy High School,Chicago,IL,High,Yes,Fight involving multiple students at end of day
20050902FLSOJ,2005/9/2,Fall,Sojourner Truth High School,Jacksonville,FL,High,Yes,Shooting stemmed from misunderstanding over a girl
20050901AKDIA,2005/9/1,Fall,Dimond High School,Anchorage,AK,High,No,Shots during fight in parking lot
20050825TNMAD,2005/8/25,Summer,Maury Middle School,Dandridge,TN,Middle,Yes,Three students were handling weapon when it accidentally fired striking victim; plotting to kill teacher
20050819GAMOM,2005/8/19,Summer,Morrow High School,Morrow,GA,High,Yes,2 males shot in school parking lot by unknown shooter
20050817CAPLB,2005/8/17,Summer,Planatation Elementary School,Bakersfield,CA,Elementary,No,Shot during argument outside of school
20050816VICOE,2005/8/16,Summer,Country Day High School,Estate Concordia,VI,High,Yes,School maintenance worker shot while in school maintenance shop by two masked men 
20050718NJWEN,2005/7/18,Summer,Weequahic High School,Newark,NJ,High,Yes,"Police tried to break up fight between female students, brother fired at officers killing one"
20050612NJBAA,2005/6/12,Summer,Bangs Avenue Elementary School,Asbury Park,NJ,Elementary,No,3 shot during fight between 20 people at school
20050608NYARP,2005/6/8,Summer,Arlington High School,Poughkeepsi,NY,High,Yes,Fired BB gun at students during drive-by
20050524LABOS,2005/5/24,Spring,Booker T. Washington High School,Shreveport,LA,High,Yes,Student shot self in leg outside of school put pistol into pocket
20050524COACD,2005/5/24,Spring,Academia Ana Marie Sandoval Montessori School,Denver,CO,Other,Yes,Unknown shooter fired BB gun at playground striking teacher in the neck
20050520ILLOM,2005/5/20,Spring,Locust Elementary School,Marengo,IL,Elementary,Yes,"Showing off airsoft gun in parking lot, accidentally fired injuring 2 students"
20050517PAHIL,2005/5/17,Spring,Highland Elementary School,Lower Allen Township,PA,Elementary,Yes,Student's mother was killed by ex-boyfriend in the parking lot then commit suicide
20050514TXBER,2005/5/14,Spring,Berkner High School,Richardson,TX,High,No,"Fight in high school parking lot following earlier fight broken up by police, shots fired"
20050429OHDAC,2005/4/29,Spring,Daniel E. Morgan Elementary School,Cleveland,OH,High,,Shot fired at window of the school office
20050427LALER,2005/4/27,Spring,Leon Godchaux Junior High School,Reserve,LA,High,Yes,"Student fired gun in pocket, students in the class fled the scene, threw gun in sewer drain"
20050407TXCAC,2005/4/7,Spring,Canton High School,Canton,TX,High,Yes,Shot football coach for benching his son
20050330TNEAM,2005/3/30,Spring,East High School,Memphis,TN,High,Yes,Accidental discharge in classroom
20050324TNFAM,2005/3/24,Spring,Fairly High School,Memphis,TN,High,Yes,Accidental discharge of gun in student's purse
20050321NYNEB,2005/3/21,Spring,New Utrecht High School,Brooklyn,NY,High,Yes,Accidental discharge in pocket during class
20050321MNRER,2005/3/21,Spring,Red Lake Senior High School,Red Lake,MN,High,Yes,"Planned attack on school, studied Columbine, wore trench coat, had been bullied"
20050317LAOPA,2005/3/17,Spring,O Perry Walker High School,Algiers,LA,High,Yes,Bystand student struck when shots were fired during fight
20050317CALOL,2005/3/17,Spring,Locke High School,Los Angeles,CA,High,Yes,Victim accidentally caught in cross fire of gang related shooting
20050316PACAP,2005/3/16,Spring,Carrick High School,Pittsburgh,PA,High,Yes,Drive-by in retaliation for prior shooting
20050314OHLEC,2005/3/14,Spring,Leawood Elementary School,Columbus,OH,Elementary,Yes,Student showing off gun in classroom shot himself in hand
20050310TXZAD,2005/3/10,Spring,Zaragoza Elementary School,Dallas,TX,Elementary,No,Drive-by when people were leaving meeting at school
20050309TNMAN,2005/3/9,Spring,Maplewood Comprehensive High School,Nashville,TN,High,Yes,Shots fired during argument between expelled student (shooter) and other students
20050302TNSTD,2005/3/2,Spring,Stewart County High School (bus),Dover,TN,High,No,Killed bus driver because she had reported his tobacco use
20050208ILBOC,2005/2/8,Winter,Bowen High School,Chicago,IL,High,Yes,Fight as school dismissed
20050204GAMCA,2005/2/4,Winter,McNair High School,Atlanta,GA,High,,Gun was dropped and discharged
20050126ILWOP,2005/1/26,Winter,Woodruff High School,Peoria,IL,High,Yes,"Fired shots at another student in hallway, prior fight with shot fired away from school"
20050105PAMUN,2005/1/5,Winter,Murrell Dobbins Vocational-Technical High School,North Philadelphia,PA,High,Yes,Killed by rival gang member outside of school
20041231TXRIR,2004/12/31,Winter,Richmond State School,Richmond,TX,Other,No,Cafeteria worker shot coworker and then killed himself
20041213LALAL,2004/12/13,Winter,La Grange High School,Lake Charles,LA,High,Yes,Shot in parking lot by masked gunman
20041209WALAS,2004/12/9,Winter,Lakeside High School,Spokane,WA,High,Yes,"Shot himself in front of school, reported he had fireworks and multiple types of ammo"
20041119FLTEJ,2004/11/19,Fall,Terry Parker High School,Jacksonville,FL,High,Yes,"4 students playing with gun in car, one shot in leg, claimed a driveby"
20041117FLAPA,2004/11/17,Fall,Apopka Memorial Middle School,Apopka,FL,Middle,Yes,"Fired gun in bathroom, ran into class with gun, arrested by police"
20041116SCBAB,2004/11/16,Fall,Battery Creek High School,Beaufort,SC,High,No,Argument during basketball game
20041115INBRG,2004/11/15,Fall,Brunswick Elementary School,Gary,IN,Elementary,Yes,"Argument between two men, mother picking up child shot in crossfire"
20041115ALPAB,2004/11/15,Fall,Parker High School,Birmingham,AL,High,No,Shot later after slapping woman
20041022CATYH,2004/10/22,Fall,Tyrrell Elementary School,Hayward,CA,Elementary,No,"Killed by unknown shooter in parking lot, believed to be gang related"
20041021MDTHB,2004/10/21,Fall,Thurgood Marshall High School,Baltimore,MD,High,No,"Fight over girl, two random students were shot"
20041015CABIB,2004/10/15,Fall,Biggs High School,Biggs,CA,High,No,Gang related shooting at football game
20041012CALAS,2004/10/12,Fall,Lakewood Elementary School,Sunnyvale,CA,Elementary,,Two men fatally shot each other in dispute over woman
20041007MANEN,2004/10/7,Fall,Newburyport High School,Newburyport,MA,High,No,"Attempted to get into ex-girlfriend's house, fired 2 shots into air, walked to high school and shot himself"
20041002NEJEG,2004/10/2,Fall,Jefferson Elementary School,Grand Island,NE,Elementary,No,"Shooter called ex-girlfriend, current boyfriend and friends came to school to confront him"
20040915INWIG,2004/9/15,Fall,Wirt High School,Gary,IN,High,Yes,Fired shot into school ceiling during fight between 2 groups of students
20040912LABON,2004/9/12,Fall,Booker T. Washington High School,New Orleans,LA,High,No,Adult female shot student when he became aggressive and reached for gun
20040830ILPRM,2004/8/30,Summer,Proviso East High School,Maywood,IL,High,Yes,"Argument in parking lot while victim was waiting to pick up brother, shot in chest"
20040824TNHAM,2004/8/24,Summer,Hamilton High School,Memphis,TN,High,Yes,Shot fired during fight in classroom
20040803ALHUB,2004/8/3,Summer,Huffman High School,Birmingham,AL,High,Yes,Band member shot fellow band member during break
20040609CACAO,2004/6/9,Summer,Castlemont High School,Oakland,CA,High,Yes,Gang-related drive-by in retaliation for prior fight
20040524UTWES,2004/5/24,Spring,West High School,Salt Lake City,UT,High,No,Murder suicide of husband killing wife (cafeteria worker)
20040512CAEAM,2004/5/12,Spring,East Campus Educational Center,Merced,CA,K-12,No,"Gang related shooting outside of school, bystander female student struck"
20040507MDRAR,2004/5/7,Spring,Randallstown High School,Randallstown,MD,High,No,Fight after basketball game
20040504TXKAH,2004/5/4,Spring,Kashmere High School,Houston,TX,High,Yes,"Multiple shots fired outside of school, no injuries"
20040317WACRJ,2004/3/17,Spring,Crescent Junior-Senior High School,Joyce,WA,Junior High,Yes,Shot self in class infront of teacher and 18 students
20040305CASAL,2004/3/5,Spring,Saledad Enrichment Action Charter High School,Los Angeles,CA,High,Yes,Gang related drive by shooting
20040220LAGAS,2004/2/20,Winter,Gathway Christian Academy,St. Martinville,LA,K-12,Yes,"Teacher shot by fiance, he fled and shot himself 30 minutes later"
20040213OHCOD,2004/2/13,Winter,Colonel White High School,Dayton,OH,High,Yes,Student shot during carjacking in parking lot
20040211PATMP,2004/2/11,Winter,T M Peirce Elementary School,Philadelphia,PA,Elementary,Yes,"Shootout between drug deals, student and teacher hit in cross fire"
20040209NYCOE,2004/2/9,Winter,Columbia High School,East Greenbush,NY,High,Yes,"Planned attack, sent texts warning others, tackled after first shot"
20040206LAFAS,2004/2/6,Winter,Fair Park High School,Shreveport,LA,High,Yes,Police officer fired at student in vehicle in parking lot
20040203TXYOH,2004/2/3,Winter,Youens Elementary School,Houston,TX,Elementary,Yes,"Showed off gun, fired when he put it into waistband of pants striking himself"
20040202DCBAW,2004/2/2,Winter,Ballou Senior High School,Washington,DC,High,Yes,Multiple fights between shooter and victim
20040121NVFAH,2004/1/21,Winter,Fay Galloway Elementary School,Henderson,NV,Elementary,No,"Domestic, shooter killed man in parking lot and went into school looking for ex-girlfriend (teacher); took her hostage; confronted by police officer and killed"
20040115CAPOP,2004/1/15,Winter,Pomona High School,Pomona,CA,High,Yes,"Students passing .22 pistol, went off, female student shot but didn't notice pain until later, teacher thought it was firecracker"
20031229FLABE,2003/12/29,Winter,Abess Park Elementary School,East Arlington,FL,Elementary,No,Shooting between rival gangs in school parking lot
20031222NJCOW,2003/12/22,Winter,Colonia High School,Woodbridge,NJ,High,No,"Drive-by in school parking lot, Ongoing dispute with target"
20031217MDOLM,2003/12/17,Winter,Old Mill High School,Millersville,MD,High,Yes,"Shot fired in bathroom by unknown shooter, gun found in stall, no suspect"
20031205ILCAC,2003/12/5,Winter,Carbondale Community High School,Carbondale,IL,High,No,Shooting in parking lot after basketball game during argument that started in gym
20031204OKDOO,2003/12/4,Winter,Douglas High School,Oklahoma City,OK,High,Yes,"Fight outside school gym, shot fired striking uninvolved female student"
20031202ILFEC,2003/12/2,Winter,Fermi Elementary School,Chicago,IL,Elementary,No,Suspect stopped by police on school playground - refused to drop gun - was shot.
20031113NCEAC,2003/11/13,Fall,East Mecklenburg High School,Charlotte,NC,High,Yes,Accidental discharge in students pocket
20031108TXHIS,2003/11/8,Fall,Hightower High School,Sugarland,TX,High,No,"Fight between large group of males following football game, uninvolved female student was shot and killed"
20031030DCANW,2003/10/30,Fall,Anacostia High School,Washington,DC,High,No,"Gang related shooting, two bystander students struck"
20031029LAMAM,2003/10/29,Fall,Marion High School,Marion,LA,High,Yes,"Pulled gun, took teachers car keys, kidnapped other student, drove car in police chase"
20031007OHKEA,2003/10/7,Fall,Kenmore High School,Akron,OH,High,Yes,"Argument over car being broken into, third student shot at two arguing"
20031001CARIS,2003/10/1,Fall,Rio Cazadero High School,Sacramento,CA,High,Yes,"Suicide by cop, depressed over breakup"
20030925NCBUL,2003/9/25,Fall,Burns Middle School,Lawndale,NC,Middle,Yes,"Pulled gun in hallway, fired into classrooms, tackled by SRO"
20030924MNROC,2003/9/24,Fall,Rocori High School,Cold Spring,MN,High,Yes,"Targeted two bullies, other students in area were not shot at"
20030922WALES,2003/9/22,Fall,Lewis and Clark High School,Spokane,WA,High,Yes,"Took 3 students hostage in classroom for an hour, shot by police"
20030917MDOKE,2003/9/17,Fall,Oklahoma Road Middle School,Eldersburg,MD,Middle,Yes,"Fired shot in bathroom, surrendered to teacher who investigated"
20030917MACHB,2003/9/17,Fall,Charlestown High School,Boston,MA,K-12,No,"Shot a specific victim during dismissal, missed hitting other student and police officer"
20030910MSVIV,2003/9/10,Fall,Vicksburg High School,Vicksburg,MS,High,Yes,Ongoing feud resulted in shooting at school stadium
20030604PAROW,2003/6/4,Summer,Rock L. Butler Middle School,Wellsboro,PA,Middle,Yes,"Brought duffel bag with 7 weapons, shot self in bathroom"
20030513PAFOJ,2003/5/13,Spring,Forest Hills High School,Johnstown,PA,High,Yes,Commit suicide in parking lot
20030424PARER,2003/4/24,Spring,Red Lion Area Junior High School,Red Lion,PA,Junior High,Yes,Recently disciplined by principal
20030416TXGRA,2003/4/16,Spring,Greenhill Middle School,Addison,TX,Middle,Yes,Student shot herself in bathroom
